,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
220,E01011502,Leeds 099C,Leeds 099C,579202.5008505,4483.224010320053,7268,3,Leeds 099C,E08000035,Leeds,31.549,7268,3,0.179,8141,3,0.141,7351,3,41.027,5114,2,0.752,6352,2,0.599,7756,3,9.908,28677,9,33.492,6957,3,0.226,8341,3,0.181,11397,4,0.116,14211,5,0.512,1705,1,-0.508,24186,8,-0.631,18574,6,0.646,7380,3,0.621,7224,3,1356,315,726,315,745.75,16720,6583,955,7853,10072,9746,9839,E,32843,694,6,3,1,3,4,3,3,1,3.52375,3.05175,3.425,2.27775,9.90555,0.437586963,2.323,3.96375,3.63925,5.93295,10.9005,22.260475,1.7255325,17.139105,23040,20990,28371,14688,13743,20353,38189,38056,30514,36767,18153,9104,11829,23046,55,50,67,35,32,48,91,91,73,88,43,21,28,55,-0.043177432719017216,0.6712199140311251,1.0499672601207697,-0.3458177851775913,20362,35562,36590,13839,49,86,88,34,28.174489257973914,33506,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,E01011504,Leeds 032A,Leeds 032A,341815.836489,3819.0037446119422,2183,1,Leeds 032A,E08000035,Leeds,49.97,2183,1,0.297,2288,1,0.235,1741,1,32.317,7700,3,1.209,2809,1,1.317,1681,1,16.496,21044,7,41.648,3759,2,0.335,3096,1,0.3,4695,2,0.644,7129,3,0.378,8388,3,-0.302,20923,7,0.691,11925,4,1.043,3543,2,0.378,9780,3,1468,304,886,278,879.5,16842,11828,8458,2486,16052,8928,4328,E,32843,1001,6,4,3,1,5,3,2,1,3.83,1.7225,1.1325,2.4,7.334,0.610748172,1.1325,4.095,4.175,4.525,6.236,15.594523333333331,1.8841506666666668,13.394423333333334,24711,10006,5781,15658,16072,3140,33544,29048,33512,18597,17592,12520,20034,33808,59,23,13,37,38,7,80,69,80,44,42,30,48,81,-0.43419088960249186,-0.29122365482022444,0.40973533164243764,0.026585323743957695,12624,13196,28405,20970,31,32,69,51,14.539014709273665,8563,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,E01011505,Leeds 025A,Leeds 025A,784612.4349745,6241.310280522931,16650,6,Leeds 025A,E08000035,Leeds,17.39,16650,6,0.104,15743,5,0.096,13232,5,7.713,24227,8,0.203,13019,4,0.475,9412,3,9.473,29098,9,27.623,10180,4,0.084,21720,7,0.153,13850,5,-0.662,26069,8,0.257,20936,7,-0.396,22467,7,-1.008,20789,7,0.564,8391,3,0.177,12470,4,1591,311,885,395,891.0,20206,8757,18356,15482,13394,6930,15671,E,32843,5678,7,3,6,5,5,3,5,2,4.0943,1.889,1.889,3.36365,5.3889,0.4231655,2.13595,3.7433,3.939,3.3858,4.4068,14.745975,1.65682,12.8562075,25957,11533,15014,21776,15051,22886,27024,26979,29161,16225,19228,17482,25981,24382,62,27,35,52,36,54,64,64,69,38,46,42,62,58,-0.18876160215677334,0.25026784639132876,0.20482439468682126,0.05551308362249571,17306,26599,24450,21536,42,64,59,52,17.79225392136475,16302,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,E01011506,Leeds 025B,Leeds 025B,210169.1778775,2942.3404677105996,21979,7,Leeds 025B,E08000035,Leeds,12.16,21979,7,0.091,17679,6,0.076,17307,6,5.072,27207,9,-0.145,18315,6,0.058,15765,5,7.99,30328,10,20.814,14682,5,0.085,21539,7,0.146,14553,5,-0.8,27620,9,0.221,24967,8,-0.396,22470,7,-1.559,23707,8,0.218,13048,4,0.141,13000,4,1454,341,863,250,867.5,20139,13150,6523,20173,18661,7321,21477,E,32843,9174,7,5,2,7,6,3,7,3,4.354,2.194,2.194,3.653,6.328,0.40125972,1.175,3.6665,3.8945,2.64,3.6815,14.5413575,1.70481025,13.15229,27166,14349,18487,23128,14873,26646,30532,26457,30114,17546,19606,22105,28992,33336,65,34,44,55,35,63,73,63,72,42,47,53,69,80,-0.07780372402727258,0.48619795140301747,0.2431702176206302,0.3364448730912337,19598,32046,25237,26960,47,77,61,65,22.803257556768187,26621,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,E01011507,Leeds 025C,Leeds 025C,303091.6868775,2289.3738612406055,24188,8,Leeds 025C,E08000035,Leeds,10.258,24188,8,0.065,22673,7,0.06,21524,7,5.948,26219,8,-0.091,17433,6,0.113,14929,5,4.806,32098,10,22.76,13297,5,0.071,23729,8,0.106,19264,6,-0.59,25116,8,0.217,25410,8,-0.492,23952,8,-2.997,29471,9,0.348,11225,4,0.109,13504,5,1552,283,930,339,943.75,20016,20355,18356,21515,20810,6152,24900,E,32843,16773,7,7,6,7,7,2,8,6,3.8215,2.784,2.784,3.1365,6.1138,0.43868196,0.901,2.9315,2.9315,1.5095,2.674,15.22174,1.7925645,13.15229,24674,19090,23970,20555,10446,20171,29846,28156,31764,17546,23799,31733,33631,36317,59,45,57,49,25,48,71,67,76,42,57,76,80,87,-0.07609839766434315,0.26350274311153615,0.3208009522322114,0.7189140172159334,19629,26932,26756,33115,48,65,65,80,23.972168227802158,28506,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,E01011508,Leeds 024A,Leeds 024A,289171.910825,3739.7763573868556,28443,9,Leeds 024A,E08000035,Leeds,6.909,28443,9,0.061,23376,8,0.046,26015,8,1.592,31345,10,-0.301,20661,7,-0.421,22711,7,9.828,28765,9,17.646,17098,6,0.069,24065,8,0.088,21902,7,-1.167,30513,10,0.148,30726,10,-0.095,17332,6,-2.061,26092,8,0.09,15032,5,0.018,14996,5,1358,321,810,227,814.25,15969,18575,29847,26870,13723,10561,25905,E,32843,23546,5,6,10,9,5,4,8,8,1.9025,1.0875,1.9025,1.9025,4.6365,0.422364056,0.8125,2.3325,0.8125,2.435,7.8525,15.248855,1.735051,13.07536,10695,4132,15186,11557,892,23026,23625,28226,30697,17208,28053,23671,16254,37211,25,9,36,27,2,55,56,67,73,41,67,57,38,89,-0.981682075427177,0.14836711738428823,0.28869056718848357,0.39265105825400726,4965,23970,26144,27951,12,58,63,67,17.293525847847604,15071,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,E01011509,Leeds 023A,Leeds 023A,347022.496691,3357.6206722443508,23137,8,Leeds 023A,E08000035,Leeds,11.169,23137,8,0.096,16860,6,0.055,23245,8,3.759,28812,9,0.055,15159,5,-0.162,19071,6,14.54,23615,8,18.2,16656,6,0.052,26951,9,0.222,8550,3,-0.652,25944,8,0.165,29847,10,0.239,11688,4,-1.897,25376,8,0.127,14484,5,0.018,14995,5,1346,218,709,419,730.75,21827,12421,23134,16672,13601,10171,31175,E,32843,21474,7,4,8,6,5,4,10,7,1.4436,0.684802632,1.475,1.475,6.194,0.416660786,1.3975,2.786131579,1.8825,3.725,7.546131579,14.548295,1.701689,13.006355,6288,1275,9954,7592,5372,24069,30083,26497,30042,16922,24751,15786,16879,30929,15,3,23,18,12,57,72,63,71,40,59,38,40,74,-1.1315958503389643,0.38959368157448027,0.22950806486041567,0.08270174373927461,3600,29947,24943,22091,9,72,60,53,16.974992806339422,14281,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,E01011510,Leeds 025D,Leeds 025D,378065.4808425,3251.4488783640286,2272,1,Leeds 025D,E08000035,Leeds,49.413,2272,1,0.293,2419,1,0.242,1556,1,23.254,11753,4,1.65,973,1,0.847,4915,2,24.014,12126,4,33.045,7180,3,0.266,6024,2,0.388,2120,1,0.005,16016,5,0.377,8483,3,0.17,12723,4,1.125,10002,4,0.731,6465,2,0.361,9980,4,1610,248,888,474,882.25,26068,12176,955,2192,18919,8614,6125,E,32843,2766,8,4,1,1,6,3,2,1,2.873813158,1.8253,1.9755,1.749,7.9008,0.531780929,2.296202631,2.976313158,1.8255,2.9575,6.6776,13.5176125,1.6017995,12.93735,18749,10949,16057,10202,5097,7084,34925,23845,27996,16631,23500,19972,18891,23237,44,26,38,24,12,16,83,57,67,39,56,48,45,55,-0.5825669872377337,0.013394595481701577,0.12173391926366735,0.032348866105176594,10076,20446,22788,21069,25,49,55,51,13.78568126926952,6972,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,E01011511,Leeds 023B,Leeds 023B,324224.709725,3560.273437916588,21334,7,Leeds 023B,E08000035,Leeds,12.747,21334,7,0.101,16105,5,0.062,21072,7,3.695,28888,9,0.082,14786,5,-0.066,17631,6,12.447,26067,8,25.949,11188,4,0.063,25025,8,0.208,9450,3,-0.813,27756,9,0.189,28058,9,-0.082,17093,6,-1.045,20978,7,0.436,10043,4,0.285,10955,4,1328,272,743,313,752.5,25336,16396,18356,15674,14425,9739,23960,E,32843,13889,8,5,6,5,5,3,8,5,1.48375,0.4275,1.48375,1.48375,6.52775,0.437933326,1.46075,1.48375,2.21625,3.955,5.9475,15.00631,1.740071,13.101003333333331,6691,339,10062,7683,6977,20293,31192,27648,30774,17317,35052,14683,20806,30288,16,0,24,18,16,48,74,66,73,41,84,35,49,72,-1.192966977452275,0.31610368797717137,0.2800669456059674,0.3026775529490766,3136,28210,25963,26359,8,68,63,64,17.86320078412904,16447,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,E01011512,Leeds 023C,Leeds 023C,362357.485644,4261.676950951722,22841,7,Leeds 023C,E08000035,Leeds,11.415,22841,7,0.084,18857,6,0.063,20543,7,4.489,27926,9,-0.199,19129,6,-0.121,18449,6,7.048,30945,10,29.853,8902,3,0.119,17145,6,0.108,18833,6,-0.655,25974,8,0.19,27952,9,-0.922,29167,9,-0.852,19839,7,0.491,9322,3,0.597,7461,3,1593,283,971,339,973.75,30432,22726,26601,18046,20318,9381,18288,E,32843,22632,10,7,9,6,7,3,6,7,1.026394737,0.479605263,1.026394737,1.026394737,7.249,0.405855,1.265631579,1.026394737,3.0825,4.2,5.34,14.414826666666668,1.7246486666666667,12.983353333333334,2683,454,4528,3430,11146,25889,33316,26106,30488,16818,38720,13697,22627,32313,6,1,10,8,26,62,79,62,73,40,92,32,54,77,-1.4122888008878816,0.5711805030695856,0.22977209164478832,0.4686558562051272,1786,33720,24955,29231,5,81,60,71,21.32615182674715,23975,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,E01011513,Leeds 031A,Leeds 031A,794713.3584865,5947.0085486943935,28327,9,Leeds 031A,E08000035,Leeds,7.0,28327,9,0.06,23656,8,0.043,27025,9,1.255,31725,10,-0.589,24580,8,-0.083,17893,6,17.078,20346,7,14.285,19877,7,0.064,24844,8,0.137,15362,5,-1.233,30868,10,0.133,31290,10,0.383,9522,3,-1.775,24769,8,-0.167,19107,6,0.045,14548,5,2177,454,1377,346,1364.25,16754,5971,26601,24087,5875,5885,30096,E,32843,19466,6,2,9,8,2,2,10,6,3.875,4.3607,3.7375,1.7275,4.1001,0.504658461,3.1675,3.5684,3.1992,3.1675,4.3607,14.671112,1.6573129999999998,12.743912,24923,27844,30004,10001,11668,9698,20935,26779,29170,15752,20101,18714,26145,18279,59,66,71,23,27,23,50,64,69,37,48,45,62,43,-0.006599504141932289,-0.36339304517828913,0.19084413540539347,-0.0021924659663768165,21113,11607,24185,20391,51,28,58,49,14.490975982995735,8447,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,E01011514,Leeds 025E,Leeds 025E,315901.5081520001,3161.141040477551,23267,8,Leeds 025E,E08000035,Leeds,11.059,23267,8,0.048,26571,9,0.056,22732,7,3.684,28897,9,-0.236,19655,6,0.291,12059,4,11.826,26748,9,36.235,5712,2,0.033,30294,10,0.1,20060,7,-0.979,29224,9,0.205,26674,9,-0.117,17740,6,-1.118,21362,7,0.796,5730,2,0.522,8173,3,1669,329,1001,339,1023.75,25614,22542,26601,25737,18770,8530,21475,E,32843,22880,8,7,9,8,6,3,7,7,1.8925,1.12,1.12,1.874,7.7465,0.435848951,2.5865,1.8925,3.1825,4.1972,5.28,13.860975,1.6170559999999998,13.15229,10588,4445,5636,11286,11588,20611,34547,24730,28331,17546,31610,13712,22813,21362,25,10,13,27,27,49,82,59,67,42,75,33,54,51,-0.8424331447522515,0.4652763985387949,0.1660849964271424,0.10039583933990169,6459,31611,23680,22464,16,76,57,54,17.953085378653405,16671,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,E01011515,Leeds 023D,Leeds 023D,295473.007607,2909.1150366713723,27744,9,Leeds 023D,E08000035,Leeds,7.45,27744,9,0.045,27500,9,0.039,28144,9,1.925,30976,10,-0.403,22148,7,0.224,13133,4,14.166,24026,8,21.832,13956,5,0.022,31751,10,0.098,20358,7,-1.153,30427,10,0.164,29921,10,0.031,15133,5,-0.933,20327,7,0.251,12573,4,0.195,12205,4,1454,233,885,336,903.75,19582,15583,26601,23738,17523,8086,25565,E,32843,19690,6,5,9,8,6,3,8,6,2.0495,2.0475,2.0475,2.0495,8.854,0.462773263,1.4965,2.0475,2.8975,2.641,3.54,14.52122,1.750111,13.15229,11984,13030,16864,12816,10262,15898,36741,26412,30967,17546,30335,22100,29645,29945,28,31,40,30,24,38,88,63,74,42,72,53,71,72,-0.49706800484785163,0.4371647725593845,0.26290048119320136,0.4520296844523999,11451,31020,25629,28915,28,75,62,70,21.407869026895497,24116,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,E01011516,Leeds 023E,Leeds 023E,279056.861767,2804.487379712686,29719,10,Leeds 023E,E08000035,Leeds,5.766,29719,10,0.048,26635,9,0.037,28722,9,1.59,31348,10,-0.556,24135,8,-0.295,20974,7,7.688,30545,10,22.207,13715,5,0.031,30595,10,0.13,16206,5,-1.355,31413,10,0.165,29851,10,-0.125,17892,6,-3.442,30539,10,0.252,12562,4,0.236,11623,4,1656,319,1025,312,1017.75,18571,23098,26601,25690,17493,8562,29633,E,32843,25580,6,8,9,8,6,3,10,8,1.8625,1.6925,1.8625,1.8625,8.4755,0.440977544,1.05525,1.8625,2.8625,2.683,3.505,15.3261975,1.85064075,13.33389,10294,9741,14683,11198,10101,19747,36117,28411,32831,18312,31864,21789,29799,34614,24,23,35,26,24,47,86,68,78,43,76,52,71,83,-0.6221003534065369,0.5190830113644324,0.3704267680827158,0.57272957204535,9495,32715,27674,31016,23,79,67,75,23.729988645560905,28128,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,E01011517,Leeds 024B,Leeds 024B,375568.2193405,4405.193541572242,16839,6,Leeds 024B,E08000035,Leeds,17.177,16839,6,0.114,14477,5,0.088,14679,5,3.486,29148,9,-0.018,16278,5,0.701,6499,2,5.572,31781,10,31.963,7738,3,0.124,16614,6,0.134,15761,5,-0.994,29338,9,0.201,27040,9,-1.097,30468,10,-1.172,21644,7,0.757,6160,2,0.162,12693,4,1723,344,1098,281,1090.25,9932,17814,26601,14846,17230,9655,13741,E,32843,9091,4,6,9,5,6,3,5,3,2.76375,1.58125,1.1325,2.0,6.24275,0.487304673,0.9275,2.98875,3.2045,3.3945,6.12,15.3261975,1.85064075,13.33389,17916,8705,5781,12359,11699,12017,30243,28411,32831,18312,23418,17431,20315,36017,42,20,13,29,28,28,72,68,78,43,56,41,48,86,-0.6387294450825995,0.01881476955507716,0.3704267680827158,0.25188282405593765,9246,20598,27674,25463,23,50,67,62,16.67426043864077,13574,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,E01011518,Leeds 093A,Leeds 093A,879677.8190574999,6254.944887173119,17647,6,Leeds 093A,E08000035,Leeds,16.307,17647,6,0.089,18046,6,0.087,14764,5,15.215,17190,6,0.005,15931,5,-0.289,20883,7,18.053,19062,6,31.446,8025,3,0.094,20277,7,0.134,15741,5,0.08,14779,5,0.274,18959,6,0.382,9538,3,-1.359,22685,7,0.778,5909,2,0.034,14742,5,2209,448,1398,363,1388.5,10219,17374,18356,16551,13110,1787,15989,E,32843,4756,4,6,6,6,4,1,5,2,4.1745,6.2112,1.8278,2.137,10.62204485,0.358205378,1.5876,6.283,6.4989,1.6392,6.283,18.03589333333333,2.11502,15.039433333333331,26347,32947,14268,13544,23816,32386,38955,33444,36794,26810,11589,30501,19908,29018,63,78,34,32,57,77,93,80,88,64,27,73,47,69,0.09124996896654868,1.1307613196626076,0.798502788631713,0.11989274466238134,23269,40627,34050,22804,56,98,82,55,37.12054531079519,38867,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,E01011519,Leeds 095A,Leeds 095A,627322.3871745,4738.930248794168,7913,3,Leeds 095A,E08000035,Leeds,30.243,7913,3,0.162,9480,3,0.131,8420,3,27.437,9631,3,0.734,6538,2,0.678,6753,3,19.527,17236,6,38.264,4899,2,0.233,7883,3,0.194,10382,4,0.419,9853,3,0.364,9478,3,0.305,10697,4,-0.487,17786,6,0.985,3973,2,0.175,12495,4,1489,288,887,314,871.0,8022,10660,8458,10111,11467,11262,9883,E,32843,1135,3,4,3,4,4,4,4,1,2.8591,6.9125,1.9015,2.7066,10.3775,0.452106088,5.6105,7.4681,6.775415789,3.9158,8.6672,17.086398,1.832284,15.048762,18629,34042,15174,17858,24538,17746,38724,31945,32456,26843,9841,14867,14868,11151,44,81,36,42,58,42,92,76,77,64,23,35,35,26,0.09133922261837404,0.6362069394849544,0.6186799476970868,-0.5194872380031748,23272,34925,31801,11072,56,84,77,27,24.42537573950993,29139,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,E01011520,Leeds 096A,Leeds 096A,944857.6871425,6506.644435519972,24103,8,Leeds 096A,E08000035,Leeds,10.33,24103,8,0.052,25743,8,0.055,22995,8,8.929,22941,7,-0.221,19455,6,0.168,14027,5,13.342,25005,8,25.663,11369,4,0.074,23199,8,0.066,25924,8,-0.673,26197,8,0.276,18700,6,0.225,11902,4,-2.467,27712,9,0.519,8919,3,0.055,14399,5,1440,230,753,457,761.75,8182,7190,16854,24979,10440,11372,24558,E,32843,10794,3,3,6,8,4,4,8,4,2.6616,5.6418,1.7515,2.5566,9.3873,0.363358617,5.5155,7.0074,6.625415789,2.9256,8.5722,17.617501666666666,1.782464,14.683758333333332,17165,31749,13350,16797,24132,31837,37545,32815,31584,24960,10417,20169,15026,11304,41,76,31,40,57,76,89,78,75,59,24,48,36,27,-0.00648630124621849,0.9978717690520049,0.5795625643798051,-0.42147963504266406,21118,39727,31219,12551,51,96,75,31,29.866562698149444,34995,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,E01011521,Leeds 096B,Leeds 096B,2231989.279582,8424.7622924828,18103,6,Leeds 096B,E08000035,Leeds,15.832,18103,6,0.075,20449,7,0.08,16237,5,12.284,19679,6,-0.328,21085,7,0.795,5478,2,10.586,28057,9,31.171,8167,3,0.083,21760,7,0.092,21345,7,-0.651,25935,8,0.318,14002,5,-0.115,17709,6,-1.592,23884,8,0.742,6354,2,0.121,13301,5,1984,336,1124,524,1147.0,8239,24773,18356,19908,14038,11036,14389,E,32843,9522,3,8,6,7,5,4,5,3,1.4621,1.7825,1.6873,1.4295,12.5577,0.365480975,7.8108,2.6052,8.68372807,3.3353,9.3009,19.135104285714284,1.7975405714285717,14.793422857142858,6469,10564,12582,7157,28316,31609,40250,34977,31843,25524,26037,17770,13894,8428,15,25,30,17,67,75,96,83,76,61,62,42,33,20,-0.5368924638802769,1.25212197766985,0.6622911153908958,-0.28439693496249424,10776,41117,32392,14941,26,99,78,36,33.23732172175632,37136,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,E01011522,Leeds 095B,Leeds 095B,2512576.633848,9564.430427439196,26250,8,Leeds 095B,E08000035,Leeds,8.638,26250,8,0.037,29342,9,0.04,27986,9,3.662,28930,9,-0.216,19378,6,0.168,14036,5,2.972,32609,10,35.085,6204,2,0.047,27835,9,0.035,31396,10,-1.046,29721,10,0.209,26277,9,-1.064,30255,10,-2.398,27437,9,0.529,8801,3,1.016,4021,2,1380,221,762,397,776.5,8105,16533,23134,28191,12068,8958,27123,E,32843,19362,3,6,8,9,4,3,9,6,1.7737,6.3339,1.7223,1.795,11.41158711,0.37134625,3.349,6.4057,5.3839,4.7698,6.43095,18.66653125,2.014817875,15.29042,9445,33157,12991,10616,20585,30868,39599,34325,35597,28016,11368,11704,19538,17441,22,79,31,25,49,73,94,82,85,67,27,28,46,41,-0.21966465825691822,1.1385827197239187,0.8061361608964042,-0.3684851970563787,16645,40670,34138,13422,40,98,82,33,33.35377442059469,37198,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,E01011523,Leeds 096C,Leeds 096C,1335235.9350215,6756.011706016396,8281,3,Leeds 096C,E08000035,Leeds,29.452,8281,3,0.182,7919,3,0.14,7454,3,19.44,14126,5,0.852,5431,2,0.502,9050,3,9.206,29332,9,38.517,4795,2,0.263,6177,2,0.184,11194,4,0.188,13089,4,0.312,14677,5,-0.403,22582,7,-1.083,21179,7,0.844,5205,2,0.622,7205,3,1823,346,998,479,1009.75,9048,17555,16854,10237,14486,10063,15549,E,32843,4332,3,6,6,4,5,4,5,2,1.195,7.0244,1.8724,0.871894737,10.70642419,0.418748528,4.3939,7.25242807,4.741315789,4.23,7.6512,20.03512333333333,1.903405,15.072276666666667,4083,34184,14813,2220,18275,23712,39029,36043,33836,26950,10102,13586,16655,13767,9,81,35,5,43,56,93,86,81,64,24,32,39,33,-0.5049203991075959,0.8441056524513655,0.7840929852112851,-0.4619179229777093,11314,38103,33911,11965,28,92,82,29,26.334828499543924,31629,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,E01011524,Leeds 093B,Leeds 093B,374588.87763,3714.355735788174,18707,6,Leeds 093B,E08000035,Leeds,15.224,18707,6,0.078,19964,7,0.065,20019,7,11.808,20136,7,0.111,14346,5,0.342,11285,4,8.477,29955,10,37.002,5392,2,0.147,14351,5,0.059,27284,9,-0.358,21821,7,0.288,17392,6,-0.348,21703,7,-1.52,23507,8,0.841,5239,2,0.466,8761,3,1210,195,688,327,700.75,10913,23446,18356,20355,16849,2890,18721,E,32843,9984,4,8,6,7,6,1,6,4,4.7208,5.0408,0.468,3.0514,11.53644485,0.347753346,1.4088,5.1126,4.9911,0.8016,5.1126,18.618335,2.34518725,15.1460375,28615,30143,454,20054,19228,33392,39692,34270,39083,27310,14099,38024,23390,30817,68,72,1,48,46,80,95,82,93,65,33,91,56,74,-0.2737241200858276,1.249333668199794,0.9480440105039306,0.43020852333452897,15611,41105,35670,28564,38,99,86,69,40.420133113638585,39895,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
